Date,DDoS-ALL,Phishing-ALL,Ransomware-ALL,Password Attack-ALL,Account Hijacking-ALL,Trojan-ALL,Vulnerability-ALL,Zero-day-ALL,Advanced persistent threat-ALL,Malware-ALL,Disinformation/Misinformation-ALL,Targeted Attack-ALL,Brute Force Attack-ALL,Backdoor-ALL,Botnet-ALL,Cryptojacking-ALL,DDoS,Phishing,Ransomware,Password_Attack,Account_Hijacking,Trojan,Vulnerability,Zero_day,Advanced_Persistent_Threat,Malware,Disinformation/Misinformation,Targeted_Attack,Brute_Force_Attack,Backdoor,Botnet,Cryptojacking,MITM,DNS_Spoofing,Dropper,Insider_Threat,Adversarial_Attack,Data_Poisoning,Deepfake,Supply_Chain,IoT_Device_Attack,Session_Hijacking,War_Conflict_All,Holidays,Solution_BLOCKCHAIN,Solution_ACCESS_CONTROL,Solution_ENCRYPTION,Solution_SUPPLY_CHAIN_RISK_MANAGEMENT,Solution_IDENTITY_MANAGEMENT,Solution_ML/DL,Solution_ANOMALY_DETECTION,Solution_CRYPTOGRAPHY,Solution_PENETRATION_TESTING,Solution_IDS/IPS,Solution_STATIC_ANALYSIS,Solution_DYNAMIC_ANALYSIS,Solution_MULTI_FACTOR_AUTHENTICATION,Solution_LEAST_PRIVILEGE,Solution_SESSION_MANAGEMENT,Solution_CAPTCHA,Solution_BLACKLISTING,Solution_RATE_LIMITING,Solution_GRAPHICAL_MODEL,Solution_HONEYPOT,Solution_SOFTWARE_DEFINED_NETWORK,Solution_GAME_THEORY,Solution_TRAFFIC_SHAPING,Solution_PACKET_FILTERING,Solution_BLACKHOLING,Solution_RANK_CORRELATION,Solution_STRONG_AUTHENTICATION,Solution_SSL/TLS,Solution_HTTPS,Solution_CONTINUOUS_AUTHENTICATION,Solution_IDENTITY_BASED_ENCRYPTION,Solution_DATA_SANITIZATION,Solution_OUTLIER_DETECTION,Solution_DATA_PROVENANCE,Solution_ADVERSARIAL_TRAINING,Solution_TRUSTWORTHY_AI,Solution_BAYESIAN_NETWORK,Solution_BEHAVIOR_BASED_DETECTION,Solution_FORMAL_VERIFICATION,Solution_SPLIT_MANUFACTURING,Solution_VULNERABILITY_MANAGEMENT,Solution_FILE_INTEGRITY_MONITORING,Solution_VPN,Solution_PRIVACY_PRESERVING,Solution_SECURE_BOOT,Solution_MERKLE_SIGNATURE,Solution_LIVENESS_DETECTION,Solution_3D_FACE_RECONSTRUCTION,Solution_BIOMETRICS,Solution_DIGITAL_WATERMARK,Solution_APPLICATION_WHITELISTING,Solution_DATA_BACKUPS,Solution_HIDDEN_MARKOV_MODEL,Solution_PATCH_MANAGEMENT,Solution_DATA_AUGMENTATION,Solution_DIMENSIONALITY_REDUCTION,Solution_DEFENSIVE_DISTILLATION,Solution_RRAM,Solution_SPATIAL_SMOOTHING,Solution_NOISE_INJECTION,Solution_TAINT_ANALYSIS,Solution_NETWORK_SEGMENTATION,Solution_USER_BEHAVIOR_ANALYTICS,Solution_DECEPTION_TECHNOLOGY,Solution_RISK_ASSESSMENT,Solution_DYNAMIC_RESOURCE_MANAGEMENT,Solution_SANDBOXING,Solution_DARKNET_MONITORING,Solution_VIRTUAL_KEYBOARDS,Solution_CODE_SIGNING,Solution_PUBLIC_KEY_INFRASTRUCTURE,Solution_MUTUAL_AUTHENTICATION,Solution_ONE_TIME_PASSWORD,Solution_DYNAMIC_BINARY_INSTRUMENTATION,Solution_PASSWORD_HASHING,Solution_DNSSEC,Solution_CERTIFICATE_PINNING,Solution_SECURE_SIMPLE_PAIRING,Solution_VULNERABILITY_ASSESSMENT,Solution_SIEM,Solution_STANDARDIZED_COMMUNICATION,Solution_CONTROL_FLOW_INTEGRITY,Solution_VULNERABILITY_SCANNER,Solution_PASSWORD_STRENGTH_METERS,Solution_PASSWORD_MANAGEMENT,Solution_PASSWORD_POLICY,Solution_GRAPHICAL_AUTHENTICATION,Solution_DATA_LOSS_PREVENTION,Solution_DATA_LEAKAGE_DETECTION/PREVENTION,Solution_ACTIVITY_MONITORING,Solution_MOVING_TARGET_DEFENSE,Solution_KEYSTROKE_DYNAMICS,Solution_ATTACK_TREE,Solution_DISTRIBUTED_LEDGERS,Solution_SOURCE_IDENTIFICATION,Solution_IMAGE_RECOGNITION,Solution_HYPERGAME,Solution_NLP/LLM
19-Jul,37.76153267,230.8911001,240.0968349,82.40941661,277.1639213,234.8305271,230.9686851,-0.914679417,0.069623213,1321.341552,15.17914471,239.279867,11.43800912,68.08131427,77.9056417,27.74387665,94.91991831,30.27843352,15.4227761,25.7868324,0.730917302,12.89240116,31.4336858,5.111306577,7.907164206,222.5227674,13.931481,8.4518655,14.75144834,3.336560792,30.66042613,1.642819838,17.84588742,0.915822444,0.101465281,7.51563504,51.9070541,1.625021259,1.100588019,8.963516761,69.68349047,0.450585318,433.5688522,39.36463201,191.4269435,88.0008922,311.9094718,1.714206896,8.318906171,218.0686904,47.97938935,457.1448612,6.838259998,90.07010188,11.8323079,9.485210629,4.813176114,0.612116229,0.829307401,3.626234869,0.569935516,1.339953282,1.49549502,7.948594062,25.28946253,20.92463501,0.107667746,0.873897293,7.888913899,0.654956459,3.591507779,6.715388029,3.493187874,3.774048698,8.096475838,1.638268121,2.923137324,3.091955617,5.421037045,-0.051990869,10.30400525,0.049082304,9.05586033,0.819701145,1.762813438,-0.000540935,4.193246227,69.39784882,1.74259411,0.04016266,2.832693588,0.064943773,59.07858633,1.251898966,0.088915823,2.13116967,6.956587017,1.226034318,1.484496027,4.393361911,-0.002839842,1.774680016,0.020005346,0.974197036,2.216849437,0.663439281,0.456363573,0.224503909,107.9543701,0.291608075,0.380837769,-0.012676611,0.694483588,0.486337564,7.372536245,18.56797437,5.763211682,0.68024674,0.974964013,0.346488349,-0.228448996,0.218449575,10.35471916,2.667513602,0.772294648,3.047552741,3.440032688,-0.00783402,0.565084557,0.293138476,0.296994311,0.568859156,0.796518201,0.112505712,6.717380083,3.797695411,2.14502676,26.25984109,1.49915801,5.364876102,0.275197384,16.06977565
19-Aug,40.32855251,267.7791774,247.1155291,82.61893168,306.1095981,281.5826605,214.7062218,-1.997264544,0.024345669,1382.748211,14.65147167,284.1843363,14.29652061,82.10949805,79.82662009,23.17506738,94.21954163,30.60387472,15.22489972,25.07623217,0.977058032,13.27330874,32.21335421,6.029126724,7.653042289,219.965708,13.91586812,8.706861855,14.68631799,3.543533686,31.57275,2.034587555,18.29559858,0.788522538,0.08092431,6.591241368,52.60039843,1.814170367,1.226606387,8.893754528,68.99496956,0.350515463,447.9529663,39.61494663,194.0549693,85.088515,314.2199893,1.898527293,8.117696175,223.286981,47.41409847,450.5192024,6.942517054,89.33572951,12.69051604,9.506608682,4.929667598,0.544376527,0.837427887,3.590734491,0.40928471,1.219915844,1.323410428,7.567415404,25.06788636,19.87849105,0.070788967,1.004056447,7.711500879,0.548319709,3.50057361,6.891333024,3.752988618,3.892886608,7.96288309,1.761992054,2.848693665,2.947707143,5.827748531,-0.055816012,10.09124622,-0.040592465,9.770833097,0.928954648,1.689049734,-0.041971306,3.888288087,69.00219206,1.928378311,0.020946626,2.536791981,0.063195891,58.27235099,1.390475185,0.057874321,1.964092863,6.784033359,1.095836659,1.467920166,4.990556432,-0.01099286,1.67841783,-0.00256446,0.941857941,2.729015109,0.796602895,0.429401723,0.164423653,103.5801472,0.245478036,0.238865585,-0.016641587,0.665908202,0.466907738,8.540322192,18.71526279,5.363775063,0.608323641,0.962681239,0.381024237,-0.249507387,0.291992016,9.274493343,2.448823895,0.720840969,2.793221525,3.63738237,0.075123173,0.528443075,0.497627809,0.196340536,0.516914236,0.74315778,0.035510327,6.546867862,4.366131054,2.141650228,25.36295029,1.510278034,4.637653185,0.244797307,16.07062215
19-Sep,42.6990138,268.6350717,262.808888,81.3989273,310.8874191,304.3121008,192.4388182,-2.911673222,-0.017134491,1390.531758,13.73702178,293.5328285,12.74028534,74.32157852,75.22070204,18.36788702,92.76261637,31.05865556,14.59006399,25.684405,1.229272947,12.85792631,32.09865515,6.644291055,7.964741295,215.4453833,13.55434049,8.785152718,15.06711113,3.61350328,31.42665898,2.316140874,18.88147067,0.780296946,0.060009707,6.271549822,52.89639637,1.729979452,1.333224726,8.194155883,68.03545166,0.379937129,466.8000799,37.18178138,195.7285435,85.10472008,318.8628554,1.967459832,8.003076293,228.5448332,48.21291372,450.7605333,7.398072893,93.79472249,13.62218789,9.18066867,5.916619904,0.497079499,0.719613487,3.311062116,0.512420443,1.335284674,1.158831983,7.077332149,24.22643122,19.83060675,0.035474398,1.281077992,8.090484135,0.435897042,3.563715649,6.532943529,3.604219629,4.233054128,8.343763125,1.620483832,2.656233562,3.049452302,5.938956412,-0.05758416,10.4170257,0.009918017,10.25118359,1.029414161,1.991990908,-0.0779995,3.687177118,66.45603521,1.867732743,0.003023797,2.614376774,0.059726921,61.36856865,1.273479528,0.028200739,1.78480095,6.575214065,1.075783665,1.698964286,5.328314808,-0.01800079,1.801429327,-0.022800352,0.884497017,2.63809376,0.822552062,0.522254005,0.105418712,104.7759422,0.19659666,0.133924652,-0.019710818,0.62021311,0.435413663,9.355119879,17.77636449,4.903368854,0.525343143,1.052746306,0.820675808,-0.260974717,0.249420451,9.254055307,2.308538443,0.652907429,2.510526785,3.955875613,0.047530952,0.639612449,0.466739374,0.099861922,0.454656381,0.802838669,0.225149171,6.377000828,4.536739201,1.804361843,25.26486006,1.504977715,4.524022964,0.210093319,16.43926534
19-Oct,49.92145854,274.6863244,275.8586444,74.21895554,315.7108356,309.529234,183.7549903,1.162709165,-0.053952601,1382.490997,12.63190623,302.7004867,11.08746503,84.34280358,72.04875473,18.30038809,97.30850514,31.96619865,14.27100991,26.7512284,1.479388183,12.85834433,32.82246635,8.178610222,8.406328162,222.5837295,14.2623354,9.452059914,15.82781163,3.918070817,31.0023773,2.460054635,21.03231142,0.649485004,0.039386272,6.265680936,59.25590262,1.862308246,1.67918449,7.868692426,71.73082199,0.555018515,513.0184798,36.97647922,207.5529039,88.34616304,329.6655492,1.900475323,7.73982611,243.1405551,52.00546004,460.1749152,7.076130961,102.4939745,14.85202691,10.2819026,6.177378384,0.469599789,0.721992122,3.020025116,0.77986999,1.19905808,1.135946422,7.643937256,25.72232865,21.31259268,0.002627053,1.321965043,8.068854541,0.451639731,3.533632016,7.924404677,3.52220095,4.432213273,8.546242262,1.444511917,2.203332463,2.649539376,6.370874812,-0.057447968,10.94771647,-0.04492009,11.35596353,0.988945298,1.804878237,-0.10808489,4.395561932,67.58081299,1.787119749,-0.013197464,2.725771786,0.05481304,63.64410748,1.12997905,0.000648493,1.9898942,6.21002028,1.185462462,1.815935065,5.752447902,-0.023767904,1.658096795,-0.040328644,0.936337275,2.767121734,0.72122975,0.49015344,0.049151704,108.1988794,0.276705522,0.195460073,-0.021881801,0.560481133,0.394006586,10.3577842,18.08806508,5.7019022,0.5649004,1.132222476,1.051741949,-0.263466073,0.20362343,9.548039415,2.793025382,0.57218002,2.210785716,3.883843263,0.021272025,0.650476512,0.424937601,0.140035312,0.38498462,0.732466308,0.449069655,5.692810472,4.904184357,1.736671441,24.98863305,1.745058096,4.596035076,0.172556929,16.85786625
19-Nov,47.41401505,269.241862,301.5576659,84.57041229,304.1105853,328.3787769,170.9568956,1.094772038,-0.085470321,1396.239583,11.15834505,301.5003645,9.167302801,85.25162203,79.98253951,13.9906274,101.1505499,33.92400147,14.20573094,27.5088326,1.460110249,12.96297022,34.12922243,9.144139165,8.981566497,231.2207292,14.88166076,9.348714593,16.21760772,4.094639475,31.87045247,3.225775381,22.15709876,0.772269707,0.019643593,6.73242851,65.78178117,2.115534913,2.290172743,7.489714542,73.91473064,0.625941207,516.8444852,35.1924129,214.9282412,88.84307682,339.7780071,1.813175004,7.580706162,253.0824882,53.47858792,471.4726115,6.924099293,109.7984821,16.50332122,11.14455606,6.636739663,0.460780056,0.602473131,3.247491061,0.827178482,1.040482404,0.881271026,8.214563734,26.98696648,22.76700223,-0.027014369,1.349104438,7.85732227,0.352258959,3.520547785,8.668987571,4.18271811,4.468490105,8.422086218,1.372801837,2.249621499,2.990131561,6.518475128,-0.055601957,11.15690666,-0.092926783,11.96958657,1.052854963,1.582330487,-0.131919194,4.681241407,67.8356886,1.820954462,-0.027400674,2.604254142,0.048746156,67.47276921,0.966929249,-0.024167984,2.104781299,5.945045264,1.048609504,2.186730715,5.881594249,-0.028245269,1.739354612,-0.054894248,0.984903389,4.060233258,0.608402776,0.446558327,-0.002963154,108.1235565,0.370502332,0.434978149,-0.023179231,0.48990792,0.344920018,11.26944856,16.95595366,6.349525146,0.48355492,1.069784355,1.158149217,-0.257804311,0.156297408,9.656183929,2.935272866,0.482359952,2.034695182,4.28249885,-0.002999171,0.540739873,0.374567878,0.071990303,0.310730496,0.907157194,0.567126002,6.656254837,5.497759467,2.103649936,25.73036975,1.738778697,5.122964925,0.133597471,16.81887107
19-Dec,48.24489546,271.1845901,298.6500552,91.23961099,307.3270424,339.6220022,144.1499035,1.000785462,-0.11127216,1348.476122,9.49738963,298.2752435,7.164137712,80.92200997,85.46346963,9.692123963,105.4038737,35.08830397,15.99080794,28.00541141,1.658956802,13.18824441,35.03142623,9.938791039,9.299834003,244.9674071,15.89260376,9.545242366,17.21189598,4.640712083,32.51560655,3.37815079,23.0946944,0.659607848,0.001285875,7.700528472,70.83161843,2.629972865,2.531356988,7.20394301,75.06280649,0.700993393,514.6025556,37.63098082,229.3681976,90.00500691,355.125879,1.710209467,8.460077025,273.5077534,58.07004537,488.4963597,6.859547813,115.9585844,17.27438647,12.58660749,7.061062625,0.859018895,0.606831844,3.404785681,0.874940771,0.866549823,0.625625038,8.481690653,26.48553154,25.26296077,-0.052881217,1.623056759,7.711223558,0.382248495,3.133155543,9.149042548,4.241702011,4.71708455,7.947683192,1.297078709,2.213792987,3.256960581,6.605761159,-0.052272488,11.37047064,-0.003345004,12.26275971,1.108788012,1.594567596,-0.149412492,4.327915692,70.57000599,1.85677707,0.090638457,2.736760638,0.041823576,70.86438169,1.05117655,-0.045777773,1.84503625,5.808216392,1.023983558,2.444844878,6.071378135,0.09857246,2.080306009,0.063643537,1.02906579,4.422226632,0.488606417,0.653925976,0.080222369,112.5820592,0.343804391,0.467495073,-0.023651542,0.41169479,0.290394507,10.87186303,17.05837477,6.911900042,0.39583734,1.111496516,1.119171281,-0.244974596,0.109015066,9.273828475,3.455237416,0.517051092,2.265172846,5.082813914,-0.024753272,0.425754702,0.447998091,0.008590087,0.36457987,1.097164276,0.686362933,5.823667121,5.817044282,2.290821084,26.59602169,1.840963876,5.613512841,0.094526034,16.53920929
20-Jan,43.97534096,252.0575076,313.9737039,88.27470149,280.6820426,338.2822449,155.8391134,10.50617398,-0.13115565,1290.534724,7.717608067,294.2443774,5.146365,80.51769882,77.97240265,5.532707149,103.8497488,35.8435271,15.647653,27.15216999,1.588149995,12.37534386,34.67246687,10.13581399,9.577279739,246.500395,18.35567435,9.575760091,17.83039853,4.552956068,31.97077702,3.343944135,22.50568965,0.66842394,-0.015274649,8.140802584,72.12152342,2.774067837,3.122482099,7.560630341,74.25419057,0.777510559,575.6567423,41.53676253,241.4831123,90.45059379,355.9651874,1.9862342,8.40770849,278.1252594,57.50025572,482.2128424,7.295665047,116.603919,16.3701136,12.41685555,6.791121412,0.921663283,0.492549731,3.594207268,1.441678608,0.814014005,0.636774897,7.85765416,25.02967414,26.88143462,-0.074574944,1.650922146,7.138398011,0.427771623,2.98050786,8.79662075,3.997536462,4.559307015,7.892289972,1.220015533,1.945133537,3.029397881,6.116145752,0.342292209,10.9315641,-0.022621052,12.45873275,1.025864116,1.747743967,-0.160674086,4.040085078,69.91379146,1.763314105,0.094154521,2.763913666,0.034338546,68.83090147,1.415463824,-0.06385325,1.685914617,5.430823916,0.871100699,2.303802278,5.950042287,0.109751243,2.054753086,0.068418237,1.067939977,4.47535387,0.366131501,0.880939081,0.052682668,111.9272499,0.309462113,0.642735453,-0.023367075,0.32895213,0.232609712,10.56788017,16.74880253,6.700680448,0.305016398,1.015692565,1.050516001,-0.226078614,0.063190506,10.03149371,3.479548388,0.432761585,2.034647558,5.140613053,-0.043589364,0.309495407,0.530645339,-0.048727811,0.302106911,1.035255721,1.063085284,6.199628163,5.559889287,2.770550484,27.31722778,1.807701621,5.63660058,0.186525961,15.8913374
20-Feb,39.23348169,260.8114082,311.0457766,79.0580419,276.0910815,336.817996,166.884229,25.77583843,-0.145116121,1252.151424,5.884276419,277.0292665,3.17597861,75.53828782,65.09127028,1.623250803,99.92554404,34.5879221,15.32938397,25.58968762,1.476779369,11.58247304,33.04922944,10.05906023,9.419662509,237.7650722,19.00176765,9.29595324,17.35213887,4.397386972,30.23130713,3.112839822,21.92041468,0.556305704,-0.02972088,7.552825206,70.7687922,2.620531276,3.580820235,6.814830028,72.35881053,0.853050692,567.355808,38.95586319,239.2520423,86.80810417,346.4716093,2.035069434,8.448345554,275.797257,55.49243737,464.2812915,6.469300606,117.1766026,15.9651646,12.75157314,6.534440678,0.980393334,0.374919337,3.936860478,1.538492303,0.64231135,0.427706524,7.540291691,23.87851226,27.55161806,-0.09186205,1.65647333,6.888703078,0.485909289,2.453709709,8.17554251,3.557861373,4.210528022,8.075667376,1.144058208,1.934986025,2.633709515,5.652007513,0.38713167,10.80860129,-0.039290864,11.91134649,0.920456686,1.533170382,-0.165989297,3.849834973,65.12578464,1.526298014,0.094494343,3.185433981,0.156571863,65.42584223,1.300858457,-0.078205581,1.39212771,5.178245969,0.707373105,2.36774987,5.882338756,0.11651961,2.260112863,0.070662919,1.100888546,4.578907768,0.244920131,0.858822703,0.026316457,105.430104,0.269270199,0.711169731,-0.022410043,0.374615172,0.173625105,10.67725918,15.17772343,6.6595624,0.214127058,1.028998232,0.957210769,-0.202289872,0.020052687,9.982447613,3.197041811,0.343918181,1.926135372,4.738413887,-0.059234167,0.19557718,0.489108503,-0.098852085,0.23681804,1.07848035,1.20024284,5.482004256,5.321653113,2.909190429,26.16679643,1.883534543,5.638281528,0.163730115,14.61151258
20-Mar,38.71880389,283.6255765,302.4392688,68.78130701,279.3164841,332.7356321,175.7483061,32.58526128,-0.153327062,1271.291912,4.057749642,268.1147887,1.3073515,79.35066929,65.97551305,-1.943957434,95.0259934,33.48023993,14.29306032,24.09576285,1.332242424,11.25141511,32.17683886,10.48821004,9.175217127,234.0403296,20.66319859,9.075248478,16.83114101,4.575453177,27.74884502,3.201460745,21.67605477,0.438710121,-0.041830862,7.377060811,70.94827033,3.053732433,3.875899952,6.389164846,72.25220417,0.795445291,578.404293,36.17437789,237.5965179,82.82562038,336.1532408,1.947969061,8.471468545,276.2181372,54.51062772,449.844457,5.791493591,118.1367197,15.42175557,13.03027178,6.847394797,1.03383858,0.257804403,3.917142553,1.739469859,0.598509619,0.226713793,7.078456719,22.7661112,28.9582346,-0.104664584,1.641775196,6.117316546,0.55365591,2.165980082,7.951305819,3.315417953,3.800311088,7.228437017,1.07137487,2.477803684,2.328578701,5.384722872,0.415873235,11.06367672,-0.053114969,11.60135847,0.927976298,1.554059044,-0.165793308,3.52311483,62.88280497,1.397194591,0.351965352,2.999239245,0.161884692,62.68851364,1.288687872,-0.088776513,1.215955662,4.945578438,0.538797077,2.674270207,6.024935415,0.119115553,2.207133276,0.070563246,0.997515601,4.624739043,0.128482295,0.943153282,0.001797373,105.3497695,0.22501937,1.041425489,-0.020876413,0.304473455,0.115330205,10.23538252,15.33842054,6.182769284,0.12590284,0.910103385,0.974519737,-0.174811309,-0.019372931,9.388832696,2.976874638,0.383641572,1.960690344,4.494282221,-0.071537464,0.087183459,0.437052095,-0.140998368,0.170953515,1.115028106,1.317677356,5.481682611,4.747590962,3.036690668,25.67640433,2.085278137,6.010645936,0.138301951,14.37132487
20-Apr,38.06402975,313.1195606,285.0602337,71.9888064,312.2398518,316.6894356,177.3135264,43.686184,-0.156117097,1288.279593,7.102143054,251.1583151,9.206366556,83.63129253,74.75206614,-5.096126123,89.33561802,31.74891879,13.01157722,23.28835768,1.162191901,10.81592052,30.42638218,9.819798569,8.989959769,227.5568513,24.10859048,8.814356737,15.6673087,4.488449166,26.63216377,3.535175754,20.5658492,0.579712792,-0.05147492,6.91756103,69.69135255,3.372001502,4.765194698,5.704391237,69.84869232,1.239737071,586.0958006,38.94580978,228.7786505,78.68661636,323.1921118,1.711139653,8.088135181,267.2003852,52.11168021,430.0259722,5.19772247,114.3567235,14.38003477,11.9501924,6.77363166,1.080924143,0.14466683,3.741882144,1.668165564,0.571132772,0.16901892,6.340451542,21.23196691,28.98544246,-0.113046928,1.479293619,5.68954917,0.758018192,1.642044015,7.430953622,2.927756335,3.347106515,6.539076584,0.873818619,2.582005467,2.014103606,4.712625009,0.429264446,10.44133431,-0.063963214,11.2143285,0.80690466,1.456237068,-0.16064312,3.053373256,61.24763911,1.139085672,0.3731303,2.901686805,0.161809698,60.80426251,1.13907371,-0.095627055,0.920922149,4.607810308,0.63091474,2.859910404,6.152524346,0.117878434,1.99323765,0.068356643,1.004554483,4.227245019,0.149833773,0.890756204,-0.020323723,102.7169755,0.178443043,1.267412907,-0.018869853,0.232211706,0.18940489,9.580632045,15.13289533,6.018172402,0.042723959,0.775794922,0.990862216,-0.144836262,-0.054274799,9.242914289,2.719417943,0.307883377,1.762969108,4.069735254,-0.080464308,0.247013607,0.377089765,-0.174700073,0.236546837,1.274470243,1.2838381,5.136942653,4.478507298,3.020340162,24.5747593,1.904289027,5.755454524,0.241267545,13.39401618
20-May,37.76281214,328.7005595,270.817295,66.77589166,334.1436873,296.5471757,169.4128188,44.86642894,-0.153944615,1264.990118,5.929032833,243.8627393,8.63928911,83.62491467,78.63840194,-7.78019416,84.08421164,29.1582622,12.55789512,21.61304229,0.974280674,10.52949778,28.7981797,9.243634286,8.503529354,219.2150153,25.57618546,8.785123468,14.48984037,4.755492081,24.66818573,3.489463989,19.95968872,0.619223813,-0.058610324,6.416484397,71.12938596,3.807283618,4.882604128,5.136963252,67.15007089,1.20240756,599.5252835,43.69172419,221.9092103,75.08091425,302.4413324,1.836658997,7.650491097,254.7883969,50.18927705,405.5185567,4.727396787,108.0640252,13.09108501,11.19961518,6.264035887,0.990873426,0.038503009,3.531891312,1.683946731,0.559359628,0.012022968,6.096033337,19.40427804,28.77036625,-0.117199628,1.288681391,5.283872058,0.719203699,1.251240234,6.989708036,2.52102819,2.738809204,5.812479897,0.669803435,2.688326907,1.830652913,5.426358183,0.428438602,9.747986111,-0.071807739,10.24957167,0.673733046,1.224510178,-0.151188656,2.829004641,59.83856066,0.872615076,0.380984845,2.656839005,0.156887912,56.89430861,1.360248753,-0.098923732,0.627764322,4.155584681,0.494893194,3.421189269,6.002778654,0.113228674,1.870934457,0.194320001,1.010752843,3.872683047,0.064555091,0.946876148,0.090377002,101.0059515,0.131171058,1.362779196,-0.016497854,0.42020978,0.150389959,9.243937659,14.09393578,5.449490035,-0.033418753,0.631643457,0.87584458,-0.113513632,-0.084058236,8.844300295,2.566124379,0.2304645,1.822130923,3.595550927,-0.086084538,0.313450332,0.311810975,-0.199790604,0.188484421,1.309734059,1.214867626,5.702568411,3.801976782,2.845014502,24.136036,1.944270157,5.833118618,0.226698552,12.90261787
20-Jun,47.46883192,329.1824418,304.2641314,56.01099164,347.1828286,269.2127265,160.0797974,44.58265651,-0.147371043,1267.419887,4.69536265,236.140839,17.48974074,88.04042715,83.10695211,-5.152449568,86.71541955,28.8419234,13.33284438,21.59686717,0.775932149,10.02583237,28.81885208,9.737777403,8.7406361,220.2309125,27.33973539,9.025259822,14.14542365,4.773165942,25.56055992,3.663639481,21.27535362,0.536207017,-0.063273879,6.803020895,72.83973446,3.844819014,5.811794491,6.152169167,70.76680947,1.132738775,612.4560595,43.02229543,234.6994378,77.28335493,299.022391,1.984526637,7.307096689,263.3439555,52.31343589,409.7063261,5.322281768,112.338676,13.53829768,11.40810723,5.937478614,1.140101578,0.33180048,3.556942823,1.54763138,0.691983008,0.000365921,5.903175952,19.38722972,30.03368668,0.01257893,1.208469944,4.650246494,0.662694545,1.801979625,6.662895768,2.109342013,2.499177348,5.724168482,0.596095667,2.923366396,1.670627702,5.355927293,0.414842185,10.05153315,-0.076713579,10.23380337,0.533666603,1.369220672,-0.138143979,2.892202749,64.03523324,0.606613087,0.376624389,2.386770815,0.147751668,54.20852084,1.348498829,-0.098923029,0.345089349,4.233914076,0.617627007,4.003704569,6.067924171,0.23564703,1.864733549,0.201857423,1.016008781,3.727396781,0.115867624,1.258977813,0.347296344,104.0558514,0.084691139,1.43772548,-0.013868119,0.376801754,0.110764822,10.07359458,14.2060541,4.964191205,-0.100944631,0.482957835,0.876053371,-0.081917856,-0.108341583,9.210218692,2.67117644,0.153873576,1.520712628,3.610918505,0.041439791,0.653839875,0.633705735,0.043621635,0.269573715,1.592179472,1.246348171,5.980554541,3.339040014,3.151870973,26.30710395,1.72192507,5.518022744,0.336785503,13.37328086
20-Jul,43.34018477,336.7706625,302.4383603,51.43225188,355.7725709,263.8453404,164.7976843,42.98978163,-0.007033697,1246.804083,3.444198605,214.7669035,17.53045498,83.34317558,97.71543869,-1.522905949,88.18204408,28.68196077,13.25031338,21.38440355,0.704140512,10.32175854,28.37289165,9.630372886,9.151813088,220.0882925,31.77673825,8.780624746,14.2510859,5.285877439,24.7168799,3.440488239,21.35119143,0.44540569,-0.065572861,6.496813116,79.25385607,4.213256301,7.263711984,5.931289416,73.00886992,1.036054704,619.5900762,40.95914068,235.5396594,75.56705089,292.744672,2.018071713,6.958828821,268.3336396,53.38577577,404.3841287,4.888009799,112.7757015,14.26464015,11.67350686,5.325452711,1.040203868,0.28581419,3.462780898,1.508518622,0.590584561,0.019863602,5.762509027,19.99026933,30.76966447,0.029002264,1.260025544,4.680476093,0.85195547,1.703585687,6.348877854,1.835544194,2.298533357,5.192963154,0.541875805,3.297200944,1.926486181,5.931861674,0.390160144,9.793179486,-0.078827427,9.882597798,0.391596805,1.418383496,-0.12225945,2.752314963,67.00118157,0.609012904,0.361401247,2.23210632,0.135096498,51.86505623,1.457468932,-0.095954706,0.470329193,3.997393109,0.639558629,4.457857203,6.254517411,0.23875414,1.863210726,0.20258538,1.150258862,3.444817238,0.058572875,1.332099978,0.368104862,101.8490858,0.170318478,1.362045371,-0.011085314,0.326430477,0.071779255,9.468077974,14.45077898,4.468496521,-0.158689582,0.33465204,0.879959682,-0.051024122,-0.126946347,8.613238688,2.675588002,0.080325537,1.853814784,3.40642177,0.184968494,0.640575267,0.864399847,0.061384002,0.364466868,1.758614959,1.267290217,6.811325422,2.752225722,2.833485668,26.55185198,1.730156739,5.808895775,0.325760193,14.12567912
